sex;age;race;marital-status;education;native-country;workclass;occupation;salary-class
Male;*;White;Divorced;HS-grad;United-States;*;Farming-fishing;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Prof-specialty;>50K
Male;*;White;Married-civ-spouse;Masters;United-States;*;Prof-specialty;>50K
Female;*;White;Never-married;Assoc-acdm;United-States;*;Adm-clerical;<=50K
Female;*;White;Never-married;11th;United-States;*;Sales;<=50K
Male;*;White;Divorced;Prof-school;United-States;*;Exec-managerial;<=50K
Female;*;Amer-Indian-Eskimo;Divorced;Assoc-voc;United-States;*;Exec-managerial;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Transport-moving;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Handlers-cleaners;<=50K
Female;*;White;Never-married;Assoc-acdm;United-States;*;Tech-support;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Farming-fishing;>50K
Female;*;White;Never-married;Some-college;United-States;*;Other-service;<=50K
Male;*;White;Never-married;HS-grad;United-States;*;Other-service;<=50K
Male;*;Black;Married-civ-spouse;Some-college;United-States;*;Transport-moving;>50K
Male;*;White;Never-married;HS-grad;United-States;*;Handlers-cleaners;<=50K
Male;*;White;Divorced;HS-grad;United-States;*;Transport-moving;<=50K
Female;*;Black;Divorced;HS-grad;United-States;*;Tech-support;<=50K
Male;*;Black;Married-civ-spouse;HS-grad;United-States;*;Transport-moving;<=50K
Male;*;Black;Never-married;Bachelors;United-States;*;Exec-managerial;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Exec-managerial;<=50K
Male;*;White;Never-married;HS-grad;United-States;*;Handlers-cleaners;<=50K
Male;*;White;Married-civ-spouse;Masters;United-States;*;Transport-moving;<=50K
Female;*;White;Married-civ-spouse;Doctorate;United-States;*;Prof-specialty;>50K
Male;*;White;Never-married;12th;United-States;*;Transport-moving;<=50K
Female;*;White;Never-married;Some-college;United-States;*;Other-service;<=50K
Female;*;White;Married-civ-spouse;HS-grad;United-States;*;Other-service;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Sales;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Prof-specialty;>50K
Female;*;White;Never-married;HS-grad;United-States;*;Prof-specialty;<=50K
Male;*;White;Married-civ-spouse;Masters;United-States;*;Exec-managerial;<=50K
Female;*;White;Divorced;HS-grad;United-States;*;Adm-clerical;<=50K
Female;*;White;Married-civ-spouse;Some-college;United-States;*;Exec-managerial;>50K
Male;*;White;Never-married;Some-college;United-States;*;Machine-op-inspct;<=50K
Male;*;White;Divorced;Bachelors;United-States;*;Adm-clerical;<=50K
Male;*;Black;Married-civ-spouse;Bachelors;United-States;*;Sales;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Sales;>50K
Male;*;White;Married-civ-spouse;Bachelors;Cuba;*;Exec-managerial;>50K
Male;*;White;Never-married;HS-grad;United-States;*;Farming-fishing;<=50K
Male;*;White;Married-civ-spouse;Prof-school;United-States;*;Prof-specialty;>50K
Female;*;Black;Never-married;11th;United-States;*;Sales;<=50K
Female;*;White;Never-married;Some-college;United-States;*;Exec-managerial;<=50K
Male;*;White;Divorced;Some-college;United-States;*;Craft-repair;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Sales;>50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Craft-repair;<=50K
Male;*;White;Married-civ-spouse;Masters;United-States;*;Exec-managerial;>50K
Male;*;White;Never-married;HS-grad;United-States;*;Adm-clerical;<=50K
Female;*;White;Married-civ-spouse;Bachelors;United-States;*;Exec-managerial;>50K
Male;*;White;Never-married;Bachelors;United-States;*;Exec-managerial;<=50K
Male;*;White;Married-civ-spouse;HS-grad;Ireland;*;Exec-managerial;<=50K
Female;*;Black;Never-married;11th;United-States;*;Handlers-cleaners;<=50K
Male;*;White;Married-civ-spouse;Prof-school;United-States;*;Prof-specialty;>50K
Male;*;White;Never-married;12th;United-States;*;Handlers-cleaners;<=50K
Female;*;Asian-Pac-Islander;Never-married;Bachelors;Philippines;*;Tech-support;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Protective-serv;<=50K
Female;*;White;Never-married;11th;United-States;*;Sales;<=50K
Female;*;White;Divorced;5th-6th;Puerto-Rico;*;Other-service;<=50K
Male;*;White;Never-married;Bachelors;United-States;*;Exec-managerial;>50K
Male;*;White;Never-married;HS-grad;United-States;*;Craft-repair;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Machine-op-inspct;>50K
Female;*;White;Never-married;11th;United-States;*;Adm-clerical;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Sales;>50K
Male;*;White;Married-civ-spouse;Some-college;Cuba;*;Sales;>50K
Male;*;White;Never-married;HS-grad;United-States;*;Sales;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Craft-repair;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Handlers-cleaners;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Sales;>50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Craft-repair;<=50K
Male;*;White;Married-civ-spouse;7th-8th;United-States;*;Craft-repair;<=50K
Male;*;White;Never-married;Prof-school;United-States;*;Exec-managerial;<=50K
Male;*;White;Separated;Assoc-voc;United-States;*;Craft-repair;<=50K
Male;*;White;Divorced;Prof-school;United-States;*;Prof-specialty;>50K
Male;*;White;Never-married;HS-grad;United-States;*;Craft-repair;<=50K
Male;*;White;Never-married;HS-grad;United-States;*;Other-service;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Exec-managerial;<=50K
Female;*;White;Divorced;Some-college;United-States;*;Exec-managerial;<=50K
Female;*;White;Divorced;Masters;United-States;*;Prof-specialty;<=50K
Male;*;White;Never-married;HS-grad;United-States;*;Other-service;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Other-service;<=50K
Male;*;White;Never-married;Bachelors;United-States;*;Prof-specialty;>50K
Male;*;Black;Never-married;Some-college;United-States;*;Sales;<=50K
Male;*;White;Married-spouse-absent;Some-college;United-States;*;Craft-repair;>50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Craft-repair;>50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Transport-moving;>50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Craft-repair;>50K
Male;*;White;Divorced;HS-grad;United-States;*;Handlers-cleaners;<=50K
Female;*;White;Divorced;10th;United-States;*;Sales;<=50K
Male;*;White;Married-civ-spouse;Assoc-acdm;United-States;*;Adm-clerical;>50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Protective-serv;>50K
Male;*;White;Married-civ-spouse;Masters;United-States;*;Prof-specialty;>50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Exec-managerial;<=50K
Female;*;White;Never-married;Bachelors;United-States;*;Prof-specialty;<=50K
Male;*;Black;Widowed;HS-grad;United-States;*;Other-service;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Sales;<=50K
Female;*;White;Married-civ-spouse;Masters;United-States;*;Exec-managerial;<=50K
Female;*;White;Widowed;Bachelors;United-States;*;Prof-specialty;<=50K
Female;*;White;Widowed;Prof-school;United-States;*;Prof-specialty;<=50K
Male;*;White;Never-married;HS-grad;United-States;*;Transport-moving;<=50K
Male;*;White;Never-married;Bachelors;United-States;*;Craft-repair;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Other-service;<=50K
Male;*;White;Never-married;Some-college;United-States;*;Sales;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Craft-repair;<=50K
Male;*;White;Never-married;HS-grad;United-States;*;Prof-specialty;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Farming-fishing;<=50K
Male;*;White;Divorced;11th;United-States;*;Handlers-cleaners;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Craft-repair;<=50K
Male;*;Asian-Pac-Islander;Married-civ-spouse;Doctorate;China;*;Prof-specialty;>50K
Male;*;White;Married-civ-spouse;Masters;United-States;*;Prof-specialty;>50K
Male;*;Asian-Pac-Islander;Married-civ-spouse;Some-college;South;*;Sales;<=50K
Female;*;White;Never-married;Some-college;United-States;*;Other-service;<=50K
Male;*;Black;Married-civ-spouse;9th;United-States;*;Craft-repair;<=50K
Male;*;White;Widowed;Doctorate;United-States;*;Prof-specialty;>50K
Male;*;Amer-Indian-Eskimo;Married-civ-spouse;HS-grad;United-States;*;Transport-moving;<=50K
Male;*;White;Never-married;HS-grad;United-States;*;Farming-fishing;<=50K
Male;*;White;Never-married;Some-college;United-States;*;Craft-repair;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Prof-specialty;<=50K
Male;*;White;Never-married;Some-college;Greece;*;Sales;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Prof-specialty;>50K
Female;*;White;Separated;Some-college;El-Salvador;*;Priv-house-serv;<=50K
Male;*;White;Never-married;Some-college;United-States;*;Prof-specialty;<=50K
Female;*;Black;Never-married;HS-grad;United-States;*;Sales;<=50K
Male;*;Amer-Indian-Eskimo;Married-civ-spouse;Some-college;United-States;*;Prof-specialty;<=50K
Female;*;White;Never-married;Bachelors;United-States;*;Prof-specialty;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Craft-repair;>50K
Female;*;Black;Never-married;Some-college;United-States;*;Adm-clerical;<=50K
Male;*;White;Married-civ-spouse;Prof-school;United-States;*;Sales;>50K
Female;*;White;Never-married;HS-grad;United-States;*;Exec-managerial;<=50K
Male;*;White;Divorced;Assoc-voc;United-States;*;Prof-specialty;>50K
Male;*;Amer-Indian-Eskimo;Married-civ-spouse;Masters;United-States;*;Adm-clerical;>50K
Female;*;White;Never-married;Some-college;United-States;*;Prof-specialty;<=50K
Male;*;Black;Married-spouse-absent;HS-grad;United-States;*;Other-service;<=50K
Male;*;White;Never-married;Some-college;United-States;*;Craft-repair;<=50K
Female;*;White;Divorced;Some-college;United-States;*;Exec-managerial;<=50K
Male;*;White;Divorced;Masters;United-States;*;Exec-managerial;>50K
Female;*;White;Separated;HS-grad;United-States;*;Other-service;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Prof-specialty;>50K
Male;*;Black;Divorced;10th;United-States;*;Machine-op-inspct;<=50K
Male;*;White;Divorced;Bachelors;United-States;*;Tech-support;>50K
Female;*;White;Never-married;HS-grad;United-States;*;Other-service;<=50K
Male;*;White;Never-married;11th;United-States;*;Handlers-cleaners;<=50K
Female;*;White;Married-civ-spouse;Bachelors;United-States;*;Prof-specialty;<=50K
Male;*;White;Married-civ-spouse;Masters;United-States;*;Prof-specialty;>50K
Male;*;White;Divorced;1st-4th;United-States;*;Transport-moving;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Protective-serv;>50K
Male;*;Black;Never-married;9th;United-States;*;Sales;<=50K
Male;*;White;Married-civ-spouse;Prof-school;United-States;*;Prof-specialty;>50K
Male;*;White;Never-married;HS-grad;United-States;*;Sales;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Tech-support;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Machine-op-inspct;>50K
Female;*;White;Divorced;Some-college;United-States;*;Prof-specialty;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Craft-repair;<=50K
Male;*;Amer-Indian-Eskimo;Married-civ-spouse;HS-grad;United-States;*;Handlers-cleaners;<=50K
Female;*;White;Divorced;Some-college;Columbia;*;Adm-clerical;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Prof-specialty;>50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Handlers-cleaners;<=50K
Male;*;White;Never-married;12th;United-States;*;Sales;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Exec-managerial;>50K
Male;*;White;Married-civ-spouse;10th;United-States;*;Transport-moving;<=50K
Male;*;White;Separated;HS-grad;United-States;*;Other-service;<=50K
Male;*;Black;Never-married;HS-grad;United-States;*;Adm-clerical;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Prof-specialty;>50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Prof-specialty;>50K
Male;*;White;Married-civ-spouse;Doctorate;United-States;*;Prof-specialty;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Exec-managerial;>50K
Male;*;White;Never-married;HS-grad;United-States;*;Farming-fishing;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Handlers-cleaners;<=50K
Male;*;White;Never-married;Bachelors;United-States;*;Adm-clerical;<=50K
Male;*;White;Never-married;Some-college;United-States;*;Sales;<=50K
Female;*;White;Married-civ-spouse;HS-grad;Ecuador;*;Machine-op-inspct;<=50K
Male;*;White;Never-married;Masters;United-States;*;Prof-specialty;<=50K
Female;*;White;Never-married;Masters;United-States;*;Prof-specialty;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Exec-managerial;>50K
Male;*;White;Married-civ-spouse;HS-grad;Nicaragua;*;Craft-repair;<=50K
Male;*;White;Divorced;Masters;United-States;*;Exec-managerial;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Craft-repair;<=50K
Male;*;Black;Never-married;Bachelors;United-States;*;Sales;>50K
Male;*;White;Married-civ-spouse;HS-grad;Guatemala;*;Machine-op-inspct;<=50K
Female;*;White;Never-married;Some-college;Mexico;*;Adm-clerical;<=50K
Female;*;White;Never-married;Bachelors;United-States;*;Exec-managerial;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Craft-repair;<=50K
Female;*;White;Never-married;Some-college;United-States;*;Other-service;<=50K
Male;*;White;Married-civ-spouse;7th-8th;United-States;*;Farming-fishing;<=50K
Male;*;White;Never-married;HS-grad;United-States;*;Exec-managerial;>50K
Male;*;White;Never-married;Masters;United-States;*;Tech-support;<=50K
Female;*;White;Divorced;Bachelors;United-States;*;Prof-specialty;<=50K
Male;*;White;Divorced;Some-college;United-States;*;Craft-repair;<=50K
Female;*;White;Divorced;Some-college;United-States;*;Machine-op-inspct;<=50K
Female;*;White;Divorced;Bachelors;United-States;*;Exec-managerial;>50K
Male;*;White;Separated;HS-grad;United-States;*;Craft-repair;<=50K
Male;*;Black;Married-civ-spouse;Some-college;United-States;*;Handlers-cleaners;<=50K
Male;*;White;Never-married;HS-grad;United-States;*;Protective-serv;<=50K
Male;*;White;Married-spouse-absent;7th-8th;United-States;*;Transport-moving;<=50K
Male;*;White;Married-civ-spouse;Assoc-voc;United-States;*;Other-service;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Sales;>50K
Female;*;Amer-Indian-Eskimo;Married-civ-spouse;Bachelors;United-States;*;Exec-managerial;>50K
Male;*;White;Never-married;Some-college;United-States;*;Adm-clerical;<=50K
Male;*;White;Married-civ-spouse;Masters;United-States;*;Prof-specialty;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Transport-moving;>50K
Male;*;White;Separated;HS-grad;United-States;*;Protective-serv;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Sales;>50K
Male;*;White;Married-civ-spouse;Assoc-voc;United-States;*;Farming-fishing;<=50K
Female;*;White;Never-married;Assoc-acdm;United-States;*;Prof-specialty;<=50K
Male;*;Black;Never-married;Some-college;United-States;*;Sales;<=50K
Male;*;White;Married-civ-spouse;Prof-school;United-States;*;Prof-specialty;>50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Transport-moving;<=50K
Female;*;White;Never-married;HS-grad;Mexico;*;Other-service;<=50K
Male;*;White;Divorced;Some-college;United-States;*;Tech-support;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Sales;>50K
Female;*;White;Divorced;Bachelors;United-States;*;Exec-managerial;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Handlers-cleaners;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Sales;>50K
Female;*;White;Widowed;HS-grad;United-States;*;Handlers-cleaners;<=50K
Female;*;White;Divorced;11th;United-States;*;Sales;<=50K
Male;*;White;Married-civ-spouse;Assoc-voc;United-States;*;Machine-op-inspct;<=50K
Male;*;White;Never-married;Some-college;United-States;*;Craft-repair;<=50K
Female;*;White;Divorced;Bachelors;United-States;*;Exec-managerial;<=50K
Female;*;White;Separated;5th-6th;Mexico;*;Other-service;<=50K
Female;*;White;Never-married;Doctorate;United-States;*;Prof-specialty;>50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Sales;>50K
Female;*;White;Widowed;Masters;United-States;*;Prof-specialty;<=50K
Male;*;White;Never-married;9th;United-States;*;Craft-repair;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Transport-moving;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Craft-repair;<=50K
Male;*;White;Married-civ-spouse;7th-8th;United-States;*;Exec-managerial;>50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Sales;<=50K
Male;*;White;Married-civ-spouse;HS-grad;England;*;Craft-repair;>50K
Female;*;White;Divorced;Assoc-acdm;United-States;*;Craft-repair;<=50K
Male;*;Other;Married-civ-spouse;5th-6th;Mexico;*;Machine-op-inspct;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Sales;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Exec-managerial;>50K
Female;*;White;Never-married;Some-college;United-States;*;Other-service;<=50K
Male;*;White;Divorced;HS-grad;United-States;*;Craft-repair;<=50K
Female;*;White;Married-civ-spouse;HS-grad;United-States;*;Adm-clerical;>50K
Female;*;White;Widowed;Bachelors;United-States;*;Other-service;<=50K
Male;*;White;Never-married;Some-college;United-States;*;Other-service;<=50K
Female;*;White;Never-married;Some-college;United-States;*;Adm-clerical;<=50K
Male;*;Black;Married-civ-spouse;Some-college;United-States;*;Tech-support;>50K
Male;*;White;Never-married;Some-college;United-States;*;Sales;<=50K
Male;*;White;Never-married;HS-grad;United-States;*;Machine-op-inspct;<=50K
Female;*;White;Divorced;Some-college;United-States;*;Other-service;<=50K
Female;*;White;Never-married;HS-grad;United-States;*;Adm-clerical;<=50K
Male;*;White;Never-married;HS-grad;United-States;*;Adm-clerical;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Adm-clerical;>50K
Female;*;White;Never-married;Bachelors;United-States;*;Prof-specialty;<=50K
Male;*;White;Never-married;12th;United-States;*;Other-service;<=50K
Male;*;White;Married-civ-spouse;Doctorate;United-States;*;Prof-specialty;>50K
Male;*;White;Married-civ-spouse;11th;United-States;*;Machine-op-inspct;<=50K
Male;*;White;Married-civ-spouse;9th;United-States;*;Transport-moving;<=50K
Male;*;White;Married-civ-spouse;Assoc-voc;United-States;*;Adm-clerical;<=50K
Female;*;White;Widowed;Some-college;United-States;*;Tech-support;<=50K
Male;*;Asian-Pac-Islander;Married-civ-spouse;Bachelors;India;*;Tech-support;>50K
Male;*;White;Married-civ-spouse;10th;United-States;*;Machine-op-inspct;<=50K
Female;*;White;Separated;Masters;United-States;*;Prof-specialty;<=50K
Female;*;White;Divorced;HS-grad;United-States;*;Other-service;<=50K
Male;*;White;Married-civ-spouse;11th;United-States;*;Machine-op-inspct;<=50K
Female;*;White;Married-civ-spouse;Bachelors;United-States;*;Prof-specialty;<=50K
Male;*;White;Never-married;Some-college;United-States;*;Farming-fishing;<=50K
Male;*;White;Never-married;Masters;United-States;*;Prof-specialty;<=50K
Male;*;White;Divorced;Bachelors;United-States;*;Exec-managerial;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Handlers-cleaners;<=50K
Female;*;White;Never-married;Some-college;United-States;*;Other-service;<=50K
Male;*;White;Married-civ-spouse;Assoc-voc;United-States;*;Tech-support;>50K
Female;*;White;Divorced;HS-grad;United-States;*;Other-service;<=50K
Female;*;White;Divorced;Prof-school;United-States;*;Prof-specialty;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Adm-clerical;<=50K
Male;*;Asian-Pac-Islander;Married-civ-spouse;10th;India;*;Other-service;<=50K
Male;*;White;Never-married;HS-grad;United-States;*;Adm-clerical;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Sales;>50K
Male;*;White;Never-married;Some-college;United-States;*;Adm-clerical;<=50K
Male;*;White;Never-married;HS-grad;United-States;*;Machine-op-inspct;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Machine-op-inspct;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Prof-specialty;>50K
Male;*;White;Divorced;HS-grad;United-States;*;Transport-moving;<=50K
Male;*;White;Never-married;HS-grad;United-States;*;Other-service;<=50K
Male;*;White;Never-married;Some-college;United-States;*;Craft-repair;<=50K
Male;*;White;Never-married;HS-grad;United-States;*;Adm-clerical;<=50K
Male;*;White;Never-married;HS-grad;United-States;*;Craft-repair;<=50K
Male;*;White;Married-civ-spouse;Masters;Canada;*;Machine-op-inspct;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Tech-support;>50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Exec-managerial;>50K
Male;*;White;Never-married;HS-grad;United-States;*;Machine-op-inspct;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Exec-managerial;>50K
Male;*;White;Never-married;HS-grad;United-States;*;Handlers-cleaners;<=50K
Female;*;White;Divorced;HS-grad;United-States;*;Craft-repair;<=50K
Female;*;White;Divorced;HS-grad;United-States;*;Handlers-cleaners;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Sales;>50K
Male;*;White;Never-married;Bachelors;United-States;*;Sales;<=50K
Male;*;White;Never-married;12th;United-States;*;Transport-moving;<=50K
Male;*;White;Divorced;Prof-school;United-States;*;Prof-specialty;>50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Exec-managerial;>50K
Female;*;White;Never-married;HS-grad;Columbia;*;Sales;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Protective-serv;>50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Sales;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Exec-managerial;>50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Prof-specialty;>50K
Female;*;White;Divorced;Bachelors;United-States;*;Exec-managerial;<=50K
Female;*;White;Married-civ-spouse;Some-college;United-States;*;Adm-clerical;<=50K
Male;*;Asian-Pac-Islander;Married-civ-spouse;Masters;India;*;Exec-managerial;>50K
Female;*;Black;Divorced;Some-college;United-States;*;Sales;<=50K
Male;*;White;Married-civ-spouse;10th;United-States;*;Craft-repair;<=50K
Male;*;White;Never-married;HS-grad;United-States;*;Farming-fishing;<=50K
Male;*;White;Divorced;Bachelors;United-States;*;Farming-fishing;<=50K
Male;*;White;Divorced;HS-grad;United-States;*;Craft-repair;<=50K
Female;*;White;Married-civ-spouse;Some-college;Japan;*;Exec-managerial;<=50K
Female;*;Black;Never-married;Some-college;Jamaica;*;Adm-clerical;<=50K
Male;*;White;Married-civ-spouse;Assoc-voc;United-States;*;Sales;>50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Protective-serv;>50K
Male;*;White;Never-married;Some-college;United-States;*;Sales;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Exec-managerial;>50K
Female;*;Black;Married-civ-spouse;11th;United-States;*;Other-service;>50K
Male;*;White;Divorced;Assoc-acdm;United-States;*;Sales;>50K
Male;*;White;Never-married;HS-grad;United-States;*;Other-service;<=50K
Male;*;White;Married-civ-spouse;HS-grad;Peru;*;Tech-support;<=50K
Male;*;White;Never-married;Assoc-voc;United-States;*;Prof-specialty;<=50K
Male;*;White;Never-married;Some-college;United-States;*;Craft-repair;<=50K
Male;*;White;Married-civ-spouse;Assoc-acdm;United-States;*;Adm-clerical;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Craft-repair;<=50K
Male;*;Amer-Indian-Eskimo;Married-civ-spouse;HS-grad;United-States;*;Transport-moving;<=50K
Male;*;White;Married-civ-spouse;HS-grad;Cuba;*;Other-service;<=50K
Male;*;White;Married-civ-spouse;Assoc-voc;United-States;*;Craft-repair;>50K
Female;*;White;Divorced;HS-grad;United-States;*;Sales;<=50K
Female;*;White;Divorced;Bachelors;United-States;*;Adm-clerical;<=50K
Female;*;White;Married-spouse-absent;Some-college;United-States;*;Adm-clerical;<=50K
Male;*;White;Never-married;HS-grad;Outlying-US(Guam-USVI-etc);*;Craft-repair;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Craft-repair;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Exec-managerial;<=50K
Female;*;White;Separated;Some-college;United-States;*;Adm-clerical;<=50K
Female;*;White;Never-married;Some-college;United-States;*;Tech-support;<=50K
Female;*;White;Never-married;Masters;United-States;*;Prof-specialty;<=50K
Female;*;White;Divorced;HS-grad;United-States;*;Exec-managerial;<=50K
Male;*;Black;Married-civ-spouse;HS-grad;United-States;*;Other-service;<=50K
Female;*;White;Divorced;Some-college;United-States;*;Adm-clerical;<=50K
Female;*;Black;Married-spouse-absent;Some-college;United-States;*;Adm-clerical;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Exec-managerial;>50K
Female;*;White;Separated;HS-grad;United-States;*;Exec-managerial;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Sales;<=50K
Male;*;White;Never-married;7th-8th;United-States;*;Machine-op-inspct;<=50K
Male;*;Asian-Pac-Islander;Married-civ-spouse;Some-college;United-States;*;Other-service;>50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Craft-repair;<=50K
Male;*;White;Never-married;HS-grad;United-States;*;Machine-op-inspct;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Transport-moving;<=50K
Female;*;Black;Married-civ-spouse;HS-grad;United-States;*;Sales;<=50K
Male;*;White;Separated;Assoc-voc;United-States;*;Prof-specialty;<=50K
Male;*;White;Married-civ-spouse;5th-6th;Italy;*;Farming-fishing;<=50K
Female;*;White;Never-married;HS-grad;United-States;*;Adm-clerical;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Sales;<=50K
Male;*;White;Divorced;Bachelors;United-States;*;Exec-managerial;<=50K
Male;*;White;Never-married;HS-grad;United-States;*;Machine-op-inspct;<=50K
Male;*;White;Never-married;Some-college;United-States;*;Craft-repair;<=50K
Male;*;White;Married-civ-spouse;Masters;United-States;*;Sales;>50K
Male;*;White;Married-civ-spouse;Masters;Japan;*;Adm-clerical;>50K
Male;*;White;Never-married;Bachelors;United-States;*;Prof-specialty;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Craft-repair;>50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Sales;>50K
Female;*;White;Never-married;Assoc-voc;United-States;*;Adm-clerical;<=50K
Female;*;White;Widowed;Assoc-voc;United-States;*;Exec-managerial;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Farming-fishing;<=50K
Male;*;White;Never-married;HS-grad;United-States;*;Craft-repair;<=50K
Male;*;Amer-Indian-Eskimo;Never-married;12th;United-States;*;Farming-fishing;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Sales;>50K
Male;*;White;Married-civ-spouse;Doctorate;United-States;*;Prof-specialty;>50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Handlers-cleaners;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Machine-op-inspct;>50K
Female;*;White;Never-married;1st-4th;Mexico;*;Priv-house-serv;<=50K
